a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,class
12,3.4409990446290917,-0.823764876339727,0.013750927705727167,9.129186500950537,59,0.5280442560890971,18.684356199779778,0.7957845604532618,267,E
68,2.073969857127039,0.5993580151188871,0.06821368663165983,0.9794393708703195,117,0.56759108572688,97.36168530729694,11.753096496099202,713,A
30,1.2318442614572125,-0.2827559730285898,0.29215148651175016,-2.684877813194257,134,0.6548308926059495,55.215006209596574,15.109369753692212,742,A
55,-2.2579254044245447,0.4194036336997953,0.20879465079993476,4.624850306584957,78,0.40687464299087106,25.900673138289108,8.833340080153183,462,C
71,-1.215884448143883,0.02120271245725891,0.15998539346617902,-1.165232327320195,79,0.7979437328162802,16.83355194346114,22.093282373092034,865,C
92,3.298202177275183,0.03760694631958761,0.9169570049712392,1.2443991470252727,143,0.1472360962458722,36.546562954468726,22.97875019473975,748,B
83,-8.641338602412269,0.9217260400564984,0.6761516081990743,12.895876485568376,125,0.43887769302332946,38.96833603579584,7.999967687787953,603,B
27,-2.9379795735887986,0.7687341642704439,0.8059763125055158,3.9376549985005167,147,0.10595109748298914,25.885117200778158,27.195932201528183,383,C
38,2.682374632690173,0.17915051329357623,0.16705656928277768,-1.5054317684322247,129,0.787977658871745,17.158191520351554,2.9433324569010306,111,F
26,-0.8233525611685449,-0.6807472665423784,0.49553297766648896,-0.4729341725353873,146,0.5878917219232297,78.98222417635695,6.902394341180921,208,E
71,-0.5659561138500252,0.5244552111839029,0.4889487619762206,-10.201090001904516,137,0.3495517663283749,79.91565782517955,14.165483209034981,238,E
78,6.266997763657368,0.19333221874276996,0.5982901053382305,8.034158516984574,146,0.23561314604825945,36.59730490387054,21.283242060092345,325,D
96,2.0336085693560677,0.6040567160808217,0.6743287211414425,20.747453311846048,138,0.718476293593843,94.60962762220089,-12.907780688952613,736,B
84,-3.7615717019983355,-0.8996624314631196,0.3003337433418961,-17.8244090740787,94,0.24648460938582695,21.377306160533756,25.023601861569645,603,B
83,2.008814506042299,0.4950901022605332,0.7752601463527172,-0.9389587572856224,140,0.6216799433529678,62.016835088415505,19.34815229646296,409,C
39,-1.493167751923822,0.29599990250068053,0.9345885097656136,6.254442153446423,121,0.5946471721541848,62.69050335635063,21.533347323920772,759,A
82,0.44053323163722213,0.5488170504266989,0.44957071745346866,-17.67232547917751,64,0.9424435225308719,80.70568571979875,5.095607424598022,313,D
5,0.3001034520035208,-0.37852622121028023,0.2898672021030406,13.015236917750421,110,0.9238398803894197,60.55661148437484,10.237127715104535,113,F
100,3.2770253186825427,-0.8436453565029316,0.21395829436207126,-12.271235630607494,107,0.21513834246826702,92.3437623149575,10.817276561880654,440,C
71,-3.972897782972714,0.5807685972947407,0.7376164467503709,5.779210126333654,67,0.8886414896454088,61.91833732312606,6.12437032784994,681,B
74,2.150877840081691,0.9067809229629573,0.523959183729287,-11.432144413120557,97,0.44975395137884655,18.59574506247807,6.331219269084359,225,E
8,0.7177417130884756,0.12466585034724464,0.20979075881340148,-1.9745151245105275,95,0.5100243129413359,50.6600507930747,-0.671817616657922,482,C
10,3.168128142623145,-0.7588003362787847,0.7822136922669465,-11.229064376802112,138,0.7154334184538712,17.538931304916538,-1.2458207992438481,820,B
93,2.6009283447216034,0.4202528238212282,0.8125992373126409,-1.3866825018139681,119,0.02880405894786553,21.304932619791597,0.8933679425258401,986,D
39,3.652696485056837,-0.4994424374520956,0.6055162999788094,-6.899911436588848,99,0.07247560194933622,3.9539800255201505,8.22716791531992,444,C
94,-1.2867276438663835,-0.11041449157828898,0.9219535605627001,-11.789685737114704,65,0.2650819093652813,17.185538867379165,16.048845712617922,234,E
89,3.414617473640601,-0.040034412865943336,0.24314766046356995,18.04672435045303,97,0.02687624366153074,96.56386314498332,12.989603082746415,776,B
45,-1.4550149085397077,-0.294480619348805,0.6202484961676205,9.437317616140227,115,0.9212409673945265,68.09419595575602,9.61024452225043,707,A
86,-0.9760414961997407,0.14295561582230443,0.9952625900325094,-9.651897506449163,108,0.9245157931927402,42.54613620522353,29.46681865788799,840,B
8,-8.143772017017232,-0.46181866991650256,0.47174532224423105,-1.0886464387075971,54,0.7381576885839627,87.9227864931709,21.40922107819773,875,C
53,-1.1380158709388937,-0.5747966346672011,0.9475031192044437,-1.1234121145737044,92,0.07628986507745816,32.88953124040175,18.055629090021462,327,D
14,7.502720569554261,-0.9845233974955612,0.29374344850442313,-0.2641868171062547,73,0.7314889643853774,29.644122441762182,18.505639652244348,864,C
7,3.916063352298897,-0.2626110871345255,0.30683920290139466,-2.136464060218467,50,0.550620623171858,51.62887546061508,14.60855487709864,356,D
92,-2.090454970907651,-0.40262676190041424,0.5482956584007741,-2.3796370915172247,98,0.3955965879152086,54.32403604545502,24.554597684881454,832,B
54,0.1326242451932418,-0.5397003662656272,0.3464334318165404,-4.372976698295622,97,0.7153938801369583,56.87678573348879,-7.624439735659692,835,B
64,5.682068411369626,0.6996373893290806,0.4316782128130239,-10.39566293738612,120,0.8961925298009283,49.999816082963406,3.5955574811778224,727,A
94,-3.16623816694971,-0.13178341630060042,0.6823746162259815,10.704204262628704,126,0.18488724048359184,24.79974811766842,25.34970132184546,658,B
76,5.164173371117781,-0.09759728577598459,0.8590839090961551,-3.435576822224604,101,0.11023969345591811,29.236514203121274,10.375130849558882,506,B
81,-6.421411977545544,0.19556825102433728,0.2346763088219841,-16.84687845033323,52,0.8169883449857243,85.10821366627351,14.923651722901244,172,F
56,-1.930032948947342,0.3904050614920547,0.7931641876725845,3.1652383526992605,78,0.8932909343163071,84.99444484117993,24.180779223073614,152,F
23,-3.872154233068443,0.9628195659265466,0.32211639683206583,-6.85598889088851,53,0.5202585595209194,11.794873045992151,11.968431282067606,788,B
57,-4.887722462468829,-0.8925422862547714,0.11432322841604359,-6.234732575207805,68,0.17408768163264754,49.99802419675792,3.8405264262634535,706,B
50,4.163523441852938,0.8993238527932099,0.2165163521035275,14.968944705201237,130,0.9286822325381038,44.85259884857177,25.726189847151808,223,E
85,-1.4579724229953022,-0.3394476748592885,0.5448622426709855,2.5788281874231247,91,0.9791898487305061,98.98660439910132,23.15781174963346,349,D
9,-1.1623712468394152,-0.510051381819778,0.4073294638380195,-4.779685198138243,115,0.02394257065412908,60.22626896551447,9.339268468868914,930,C
58,-6.850719639077101,0.3277101324277143,0.2063149768952688,-5.2557920263274625,135,0.2762894590500048,54.43895786507251,4.702390347266299,118,F
60,4.31553676825632,-0.49342011114450424,0.6074704765446541,9.979735243250362,81,0.4853647749847181,94.01972363040117,10.969010147371929,210,E
65,-13.295581225278386,0.888128518263779,0.05013039695764998,-9.907206041289957,105,0.5806369356222199,89.53753277685696,15.123455273551816,133,F
65,4.382321894066861,-0.254916328208872,0.6906513228998441,2.5756688204733478,132,0.5241597250767648,63.104108896748464,25.430114724180562,694,A
76,6.028016309562617,0.38362862346054816,0.268860314979236,6.823863781111482,65,0.7909003305152973,74.1136981768051,14.423184763604416,618,B
28,1.2569142458611489,0.9878628627855857,0.4420352031320931,12.344430897500779,82,0.2801877403152123,58.7916880490039,29.491370832417562,762,B
82,7.048885570199754,-0.19718772220399394,0.38487663851540066,6.327857027287763,136,0.21514312554744497,69.52119619136222,-4.503010413812184,910,C
92,-1.746772977427903,0.3532769818034862,0.1502720419518091,-1.7954231377020475,80,0.4712700598744265,96.31669070077906,19.40374723172198,265,E
51,1.8107138780077656,0.940847282421863,0.4940412763819103,10.922450415222704,119,0.720943057319689,66.15631270299916,31.527340694447123,468,C
99,-10.091158510719287,0.9633517719451954,0.03523363071464214,15.559209954213351,145,0.6061926852266574,80.03795725244308,11.820242453806792,906,C
2,5.593799124924177,-0.811489951152319,0.44666181505875124,-2.7714497863407104,86,0.4356624539255506,78.47500782074353,-5.020400555702569,238,E
66,-5.405414152970559,-0.9639649493563978,0.05436341944729983,9.422427450169664,144,0.2759858737937638,95.067620971859,23.370643424951243,230,E
17,-0.13267772621603027,0.47182850933794795,0.5458033203003874,-19.531381433227324,76,0.8614192859071922,44.0985707628205,2.8020410194410585,777,B
53,-4.805647092462786,-0.6081652923414635,0.32643618390547535,-1.21887869299723,54,0.965123095098769,35.69353363307661,16.807204491646942,860,C
23,-3.350322008290039,0.44610767302690557,0.11495799776368798,13.623581542266017,126,0.033196663472492505,15.791048334516532,1.8323128857351172,433,C
15,9.779426614637249,0.859992983436094,0.8281186648210046,2.235216775191634,142,0.32951622060081365,41.93795498997417,6.060447548149575,819,B
69,3.3686306424527372,-0.8660999400770524,0.5759815399801486,0.30207155845213984,101,0.6866389049972482,73.39760306597627,19.64855198133316,150,F
65,-1.3738833858899575,0.9549689993689403,0.7489104869856634,-10.662710079230196,107,0.8357794892904007,12.73399094116796,21.193712766248517,898,C
30,-2.2993914937886553,0.029620221367963273,0.8705178004978015,-0.4210710661314563,126,0.17269063529995465,17.334760072827503,8.859615794442531,510,B
77,4.14602449328271,-0.32020098693378274,0.3774174634244809,-3.4673364503662265,107,0.20461110827876683,75.63281522833847,21.62769706314049,504,B
83,-0.6558262296815249,0.9562556216925797,0.11629391385711174,12.251629720681835,132,0.24042993104983978,52.92761961098521,25.343772319157537,745,B
81,-4.327597314880776,-0.7990013011014594,0.855872020658882,18.833777634048452,123,0.4355318523241424,81.44725619821672,20.723011193038943,138,F
34,-1.835496593303411,0.21704133334761955,0.9089669425174859,-2.028856822238723,145,0.041123532643331795,51.05477855573088,9.910110164348351,264,E
57,-5.779314721867425,-0.16919590667532414,0.4094574679559453,0.29653235794175636,53,0.9550414594700718,3.8391602710999573,4.771900262598068,552,B
93,3.4313412295523213,-0.5414256230941796,0.787402303021265,6.099879320166293,95,0.21239101681104833,29.334856944741095,-2.790919064778464,905,C
74,-0.5069197966417671,-0.5507113591739983,0.10656511441859007,7.128311750449981,80,0.405673406133194,90.6498413338684,21.679433887198332,153,F
32,-6.406486728431156,0.7883116936515935,0.6753338420381867,-0.8215708264523891,79,0.31707183198860145,38.59677987452914,-2.8374881248460166,295,D
87,0.6884195436388472,-0.6796706927655902,0.2585033625537764,0.8646524727925085,97,0.2091818410044446,74.00811035953896,24.74779513566733,107,F
88,-7.994445060455358,0.062222523652569306,0.018025910452860505,-3.60193831655541,90,0.4450087037675309,53.980643116257376,9.661880891889904,993,D
21,-3.349928588100107,-0.46058677766944234,0.3256986911345605,-18.799746752259402,89,0.9759341734489891,39.47150015710213,9.375390030617613,508,B
11,0.027456889655006,-0.33962153860921473,0.35163983681746713,-13.236624208990085,139,0.09883030677082771,79.25389205388308,14.121548200917115,391,C
41,-5.487137236221439,-0.6582843792777722,0.15386862935569978,0.9879561960455538,56,0.16764636227313945,4.770744533238346,-7.618206847249759,979,D
26,1.3945258257088884,-0.9504548177815255,0.5278814850397827,2.6278109120915074,118,0.9492387639803147,63.86088324745085,4.217670108552287,358,D
5,1.3270645681264448,-0.9002142198536474,0.19157096855697753,3.4955338755540786,76,0.1228921640183559,82.62581862344075,-8.099614660918242,497,B
61,-4.318529899393987,-0.08955409808642067,0.7911613721065632,13.161325020138793,140,0.08493474694055181,13.419338287263795,13.086281329286145,725,A
2,0.08180582700159054,-0.9451677687065072,0.40004240883903863,4.618427546654359,59,0.615958077021418,68.74114675527024,-0.25749539819698697,132,F
48,8.472237189574605,-0.44331786903668835,0.5468842406485643,-7.330389850008858,73,0.17178590699974283,50.5799093990906,4.996453433695774,768,B
71,-8.448117418885456,0.07738826831122969,0.7747265403330689,-4.6833506810415715,120,0.7688894527614302,60.89874918440095,12.094324011682005,401,C
100,1.4459170743643284,-0.07459496635487106,0.33354679363310136,7.860846871131861,51,0.9717843637843586,6.760026218101995,8.154178130314609,600,B
61,1.6637669235735368,0.9066944050441934,0.8011445375149762,12.337998274786825,139,0.6726732613481187,84.61191875403331,3.5984455461298275,928,C
36,0.037916189699736216,-0.9055946225706701,0.3852602100215273,-7.805300144751252,61,0.7564210380454562,16.746119965527637,13.304317589373955,434,C
56,-0.18723615463930512,-0.8823099250907698,0.9516695631176867,6.786784841775124,54,0.9236553794665399,21.088239666711836,8.663308034315458,150,F
94,-6.982956576412057,-0.26380254199502606,0.08069738031045581,-6.805153387416423,141,0.26013085135460856,92.32950649925904,21.87136206153066,441,C
25,1.3165589704120835,0.6198781162414917,0.01806037854640319,-3.520580521899217,68,0.9317066163958949,38.95216355037131,18.966897802357103,673,A
68,1.516005328400796,0.36133473913975633,0.5475841148230429,-7.807000246131105,148,0.5594211456167065,29.473541990733235,8.900569115548222,776,B
51,1.7350084014579625,0.5871898791826651,0.45270430061032374,-3.9142344678472627,68,0.07824896759247268,40.82290518383878,-3.424509627238452,931,C
73,5.88882651915772,-0.0885739289788241,0.5092564879410736,0.09314425454385544,114,0.3656068577397833,2.934223566060069,6.477839329449924,325,D
29,-1.5094419757026483,0.7049515620458802,0.7424575716213668,-6.058495152236284,58,0.17399296282464494,26.243909705069882,13.636025070352265,147,F
82,0.731916279701705,-0.615445622188858,0.03845349762723049,2.3035906813821887,148,0.31180314190919745,78.54589764614393,3.169244170898665,911,C
81,-2.7696589508280196,0.9890602627846621,0.23976777009051164,2.2267458711924517,127,0.749998530681453,44.42893399362945,11.238923507795683,271,E
84,3.1908307080545515,0.8310252386648944,0.9148774417403182,-6.937577569142645,100,0.08440076097627702,99.17945700037814,5.862286313338988,577,B
2,-3.248775675503547,0.9760823284406939,0.8189735612708585,12.353239589852393,79,0.6566836280848106,91.01457038415471,13.579277468302594,580,B
34,5.299326087720764,-0.8827835864435314,0.36576565857765675,5.917969386899463,149,0.8792329614657045,41.402430635178625,4.414364765532185,371,D
22,-3.9030363193313855,-0.4439642594659814,0.7652127363483743,-4.535552134296974,148,0.8744267146403357,47.50863291531022,2.983143801063602,432,C
54,1.5443780706738774,0.8999152126498526,0.1587738363845027,-10.160934632915144,146,0.8163705218102909,10.867638306172054,3.7009857393566463,722,A
98,5.790668068727575,-0.18148871274946599,0.6998528438592758,19.478545064136497,95,0.5319836913137695,97.70377875268954,-0.1866186738393676,375,D
5,-0.7786291007427254,0.9297969794347551,0.8180062053507341,13.149555577881095,79,0.7097068536821107,35.39559132083113,4.658660001082255,676,A
27,-4.070690409108726,-0.7984747792759097,0.6219917444682512,13.374955670589,101,0.600784254596351,82.8024878731593,1.5294271021632682,311,D
38,5.863422437452104,0.09640328010563715,0.4238908543874892,-19.605786386855623,95,0.46016073462106477,63.07965476390886,1.4679741318068444,654,A
66,1.2741079221749707,-0.2790376193898032,0.7636015608576604,-6.957779850696497,99,0.8091037694204184,7.039048276959998,2.760900628864375,119,F
13,2.6560237591549756,0.6635031566679883,0.4912138692088873,-11.718798638315986,89,0.03815513527693448,88.1981473055881,-5.184328252664992,392,C
92,5.606379194021193,-0.9882538540474859,0.13015477634317163,-3.6176017596841303,100,0.8697786440372355,17.94293577600903,22.968972203532136,442,C
25,4.490041044190096,0.2773926179403827,0.384777580408481,0.9587377066774275,149,0.03974074157844121,53.79283344533676,6.9632606362845575,969,C
38,-1.4759178636016235,-0.9141792599428948,0.31948087291799576,20.309394344545353,68,0.3777020285925292,69.31391446714188,10.291649217157804,333,D
43,-1.6835061166046865,0.5305775097756176,0.4898622613369916,-14.533598678157505,96,0.4814204023618921,59.0700185246668,-10.678268762810646,995,D
83,1.7699983400963006,0.23069838343081006,0.35678817313153965,16.319418590647423,143,0.8716281563961964,84.98173044927931,5.399066123292995,730,A
96,5.095827780926475,-0.7475170044575572,0.8092783516851746,2.461523125140209,62,0.1974091421104327,96.80082378618093,4.558246531300955,221,E
32,-4.947936504935965,-0.7728738637724621,0.4460722390637385,-9.931377676922212,61,0.025540338170996324,26.381900894809917,6.723770707820224,672,B
2,-5.309180700843542,-0.7429215031044429,0.20023921197133054,-12.928813526202354,67,0.4764492544507126,77.06025139421536,19.778529011638113,761,B
69,-4.9950968422335755,0.9263693999291038,0.14699473699544752,0.4982803873477083,59,0.3858150224980137,37.75866478441537,8.076154071098825,421,C
66,1.4946084108809203,0.2271550373664084,0.1418497944123135,7.473544000714835,61,0.9344780417663376,41.8461234056148,9.434544246133367,178,F
12,0.1331279867865936,-0.07730478831654741,0.8437043991434315,-11.809881702984303,102,0.5374538886826515,65.8502805073579,4.552550111731929,275,E
37,-1.274128147569118,-0.5853607856818523,0.5492635416978192,8.081074027434683,129,0.07121353803468045,92.00374944612136,7.234573777969722,269,E
20,-0.5982674534809292,-0.2507758915209015,0.8711794272769018,23.069191674636293,87,0.18709802698923095,93.01731338447168,-10.639394729874407,235,E
83,1.413089823332749,-0.4192482846198644,0.7920160699318061,-0.6055804878059823,135,0.7480465430042864,28.903430769395715,12.491162021051068,495,C
8,1.508796881296371,-0.7368810389538396,0.24044538356417533,10.81543118536719,62,0.21850477237469323,38.6273277476769,-4.836134582334996,955,C
13,-1.9801056565746409,0.5716278233274774,0.8426832240669159,12.182449654860353,134,0.9816796068941982,31.338504327467533,11.397388202486901,659,A
21,-7.460397370230818,-0.2816646350096659,0.3802995977382543,14.91107516309532,74,0.05064721741893741,7.245958087217548,4.436573107717886,503,C
29,-2.505694748948214,0.6664132840651285,0.8362351681380046,9.491350857216785,107,0.6235436484663793,77.46566646834005,11.950646337876826,365,D
90,5.981150817729762,-0.12057667280318163,0.2777349882759509,-5.131959149252343,145,0.8905504027357821,26.41863229291487,10.079861452312942,501,C
27,2.2492400949352542,-0.9007289673229251,0.09617540399915592,-3.8422132233777235,108,0.4547183159999433,55.808513433041206,3.2475415631132503,199,E
12,-4.293649823627115,0.3463256435054165,0.19438814463295662,-10.16814857053259,81,0.10905941656998264,25.8211223636769,20.502291439283454,767,B
53,-1.4678406919832785,0.08595519107856187,0.8527525074326545,2.1890957973655043,106,0.4333348644256384,94.15513245583502,27.75819410668236,729,A
55,-1.340057797380581,-0.7113692177409163,0.12276804972478517,-18.44037349583368,59,0.5388420402372709,81.4114199757654,17.430082672303392,216,E
7,1.092192521127333,0.07294514832887367,0.3282957960349827,-16.730056243379817,59,0.8361655766802323,12.191305292214746,17.62643149108206,446,C
17,-4.0935101103914455,0.29718661388305057,0.2671485307042154,4.962484366572676,116,0.27831820081219794,56.92712378002582,9.358600384527666,913,C
69,-5.006386046309594,-0.16019567624208042,0.5176706929946623,-11.17914378804297,64,0.8946493584550219,29.68799478144755,13.730713200345406,864,C
61,-1.0574843015433986,0.6463627589382035,0.16785968205805235,9.244336967701601,58,0.8904621033821495,98.1394128249142,13.995947289889042,787,B
38,-0.5781788141593972,0.7763023183768998,0.13423400293414567,-17.467697471482243,120,0.5318968425492179,24.208141058629067,11.103685769368434,853,B
59,4.7693767851940665,-0.18879672022314709,0.0024937620843558106,-5.296145916266781,124,0.9489716302627422,5.891204192103024,12.851709484413714,507,B
63,-5.775943955964999,0.8430043282865243,0.3460533918482276,-2.3758478401926157,126,0.46014488197076253,30.180770171398443,18.362601371468877,960,C
38,2.344659435297004,0.524924424572653,0.6166752457909914,-9.908027123667308,78,0.4237463870121395,26.6570833773402,14.279781329869726,332,D
65,-8.381796812220403,-0.10476815863626388,0.7032781278299194,1.7482382909243293,109,0.4179053294504884,51.535988515470805,28.718673622622457,516,B
57,3.4129001648116226,-0.2115654280576309,0.08112810215460109,-8.102701081957754,129,0.8968467522598719,35.21991310675216,-7.838532216048542,264,E
